Region,Crop_Type,Rainfall_mm,Temperature_C,Humidity_%,Soil_pH,Fertilizer_kg_per_hectare,Pesticide_kg_per_hectare,Area_hectare,Crop_Yield_ton_per_hectare
West,Sugarcane,1492.55,17.37,37.68,8.43,284.42,9.03,14.8,21.29
North,Maize,1509.12,20.49,79.53,6.53,179.97,6.85,1.16,27.08
South,Maize,1901.75,31.6,72.18,6.76,224.52,9.84,18.56,29.92
Central,Rice,1198.16,15.81,85.29,6.4,294.42,6.52,18.31,22.75
South,Wheat,1463.73,31.28,73.75,6.33,139.02,3.18,17.18,23.12
South,Sugarcane,1607.57,21.46,82.96,6.2,137.75,5.91,13.52,14.62
Central,Sugarcane,1983.11,17.66,46.27,5.97,142.23,1.2,18.95,17.33
East,Sugarcane,1134.61,24.46,44.59,5.32,260.31,5.31,7.85,25.2
East,Cotton,810.54,26.63,64.31,7.18,136.53,4.01,14.26,16.87
East,Wheat,1368.77,21.49,50.92,6.2,183.47,1.93,10.91,24.06
North,Rice,1094.47,35.27,70.26,5.0,146.97,6.25,14.48,33.06
South,Cotton,556.98,26.45,88.45,5.16,99.54,7.79,9.64,20.89
Central,Sugarcane,1114.03,23.65,36.21,7.55,120.07,9.32,4.48,25.17
North,Cotton,1511.14,38.54,79.81,8.38,121.69,9.03,3.99,32.95
Central,Cotton,1134.55,21.0,50.78,8.28,177.59,7.37,2.17,25.03
North,Sugarcane,1314.37,21.03,63.88,7.06,56.41,5.44,9.75,19.2
North,Sugarcane,1535.52,38.74,34.12,4.54,116.31,8.16,7.75,36.17
North,Rice,1212.5,33.38,35.33,8.39,127.68,9.66,18.72,27.78
Central,Wheat,554.71,17.17,84.86,7.13,75.81,7.49,19.67,16.33
West,Maize,1507.44,29.54,41.19,4.83,159.22,1.74,10.93,30.83
North,Maize,710.69,28.16,58.1,6.87,197.68,7.29,6.97,28.26
East,Maize,1545.49,21.76,62.83,7.13,74.4,5.49,3.96,18.7
South,Rice,890.87,38.1,56.73,8.3,234.82,7.32,19.42,36.83
West,Cotton,1259.04,30.72,65.22,5.08,128.5,9.24,7.89,29.81
West,Sugarcane,503.0,30.48,75.13,8.41,239.1,9.52,9.27,27.15
Central,Wheat,857.42,39.62,57.15,8.49,82.97,2.37,9.62,24.32
West,Maize,1879.48,34.27,52.18,5.25,136.07,7.28,5.52,27.14
Central,Wheat,1240.11,26.26,45.44,6.04,111.23,4.27,6.04,19.91
Central,Wheat,1852.36,28.17,35.42,8.18,284.26,6.96,13.64,35.14
East,Sugarcane,1903.71,25.95,60.64,7.53,167.49,8.46,3.65,25.83
North,Rice,843.19,38.15,31.6,7.09,95.03,7.43,3.76,29.42
West,Sugarcane,1849.47,39.05,86.56,6.56,246.93,6.52,6.29,34.54
North,Rice,1452.05,37.2,32.26,4.7,273.34,6.72,8.73,38.94
North,Cotton,1270.61,15.04,52.02,7.75,247.8,5.21,11.55,25.23
North,Wheat,1048.39,37.53,46.11,4.92,89.98,9.38,3.57,27.55
Central,Maize,803.59,17.94,30.49,7.12,164.82,8.15,8.16,13.52
North,Wheat,1038.73,27.92,66.79,7.51,265.41,1.89,14.04,29.76
West,Sugarcane,1445.98,16.83,38.56,7.93,210.3,7.72,0.52,20.14
Central,Rice,980.69,24.5,78.55,6.62,188.97,9.8,10.52,24.17
West,Cotton,963.93,15.78,64.39,7.75,61.77,3.34,2.59,11.54
Central,Cotton,1270.7,35.11,88.78,8.04,58.15,8.24,9.67,19.78
South,Rice,472.44,30.29,78.26,7.28,121.2,8.67,17.51,20.12
South,Rice,1378.97,16.58,56.13,7.71,198.32,3.63,14.77,19.78
South,Rice,868.05,25.14,85.03,6.49,130.96,3.92,9.72,21.63
South,Cotton,1187.3,35.84,89.16,8.18,160.31,5.63,2.8,31.82
Central,Wheat,1726.75,29.99,65.1,8.16,240.35,8.68,13.51,33.23
North,Wheat,1667.79,29.54,64.7,6.85,242.31,1.35,15.93,30.38
East,Cotton,866.72,26.52,42.22,5.42,276.2,2.46,15.8,31.09
East,Maize,480.48,26.87,78.37,7.18,112.17,3.92,8.2,22.0
South,Sugarcane,1005.44,37.37,85.59,7.84,69.85,5.78,15.8,23.46
North,Cotton,587.68,29.96,51.03,6.23,164.19,5.38,2.62,19.67
West,Maize,1091.45,37.67,46.87,4.67,60.23,5.85,4.9,31.03
North,Sugarcane,1724.69,34.74,83.87,6.71,261.67,4.63,19.55,39.3
West,Wheat,918.21,34.36,34.95,7.1,93.2,8.37,2.0,19.84
East,Rice,1700.12,35.24,35.66,8.11,72.83,9.41,8.41,28.68
North,Sugarcane,1950.42,36.71,86.51,5.45,203.62,1.19,19.59,36.44
North,Rice,1484.76,17.49,70.4,8.04,229.98,4.64,1.8,20.75
East,Maize,1759.68,20.33,62.58,8.17,171.23,1.08,16.92,23.53
North,Cotton,1748.35,24.78,88.48,7.24,141.43,5.36,16.81,28.02
West,Cotton,431.74,26.05,35.3,7.63,147.43,7.63,1.92,20.25
North,Rice,1459.5,16.37,72.46,6.98,151.71,9.85,16.95,19.44
West,Sugarcane,1633.45,24.62,57.35,4.56,247.68,3.67,4.24,22.65
South,Sugarcane,1110.71,28.42,69.7,6.81,123.36,7.11,12.65,20.59
North,Maize,1753.36,37.5,40.45,6.64,236.81,2.97,12.16,39.36
West,Cotton,1462.52,23.24,64.48,6.73,287.13,6.66,17.35,22.84
East,Rice,1495.75,33.9,80.13,5.32,278.86,7.37,1.76,35.46
South,Wheat,1052.57,37.25,87.57,7.07,233.26,4.68,16.53,30.92
North,Cotton,1814.05,22.11,42.53,6.71,257.07,1.47,4.81,26.49
West,Cotton,1006.28,28.38,89.25,4.59,105.94,8.78,13.04,26.29
North,Maize,634.59,31.6,52.63,5.67,203.69,6.5,6.58,29.05
West,Cotton,902.77,28.8,74.77,6.59,275.88,6.13,16.38,31.32
North,Maize,1042.17,21.85,66.15,7.35,195.25,8.81,9.28,24.13
South,Maize,1604.08,26.21,41.83,7.96,236.64,8.36,1.34,32.71
South,Wheat,539.26,15.37,61.22,6.56,105.17,3.32,19.35,9.92
North,Sugarcane,1453.51,37.33,62.5,7.78,294.01,1.23,8.92,34.69
North,Cotton,1219.52,27.26,63.91,7.42,273.84,9.94,9.08,31.76
Central,Maize,906.3,28.38,43.04,5.48,93.3,2.87,3.15,20.44
North,Maize,1031.9,38.77,83.63,5.58,102.79,5.81,3.63,32.11
North,Sugarcane,1517.28,35.06,38.15,6.69,146.56,8.59,7.47,33.25
South,Sugarcane,1362.08,25.96,75.5,5.93,219.28,7.38,5.31,28.29
North,Maize,514.21,19.63,47.58,4.67,83.43,9.28,5.03,17.38
East,Cotton,558.85,29.67,33.25,5.59,273.03,5.51,9.74,24.04
North,Cotton,1524.92,33.91,79.23,5.86,262.66,2.81,4.24,38.35
Central,Cotton,1807.6,26.47,85.86,7.15,230.13,7.46,1.96,31.41
West,Sugarcane,657.6,23.71,63.14,7.07,197.24,2.7,13.95,25.92
South,Cotton,1352.4,34.9,78.31,7.86,138.34,7.73,2.23,29.32
East,Cotton,729.65,15.27,80.78,4.99,289.1,7.24,7.07,18.12
West,Cotton,1975.19,16.85,70.54,8.49,196.32,8.72,18.71,13.74
East,Sugarcane,1405.13,31.75,50.63,5.46,68.87,2.41,17.11,22.92
South,Rice,1706.75,17.29,73.96,8.17,58.3,4.83,3.63,19.38
Central,Rice,863.59,31.05,88.51,6.15,63.21,5.1,18.2,24.1
South,Cotton,941.4,18.54,36.53,6.33,130.25,4.38,10.79,17.81
East,Rice,633.16,34.06,56.24,7.68,175.18,5.64,8.56,27.96
East,Cotton,1487.31,22.8,72.8,7.18,225.34,4.2,16.31,25.94
South,Sugarcane,1970.42,23.62,36.73,6.01,70.8,4.47,14.24,24.43
North,Cotton,1184.73,17.03,51.16,6.79,146.6,1.07,12.43,15.22
South,Wheat,554.3,16.27,61.74,6.63,291.55,5.17,5.84,16.78
Central,Maize,421.23,29.36,56.44,6.93,130.91,6.65,5.01,21.47
South,Sugarcane,1533.54,21.0,78.88,6.06,222.19,8.28,1.32,28.92
West,Wheat,686.73,16.27,55.53,7.09,290.4,1.65,2.28,27.48
North,Wheat,1894.9,22.4,45.54,6.76,223.99,9.02,12.99,23.04
West,Maize,1574.59,39.39,87.73,7.51,75.49,7.07,13.96,33.14
South,Wheat,699.13,15.43,75.84,4.84,96.17,6.02,17.18,13.58
North,Maize,1843.84,36.49,75.9,5.59,251.93,7.89,5.94,33.18
West,Cotton,754.24,37.33,32.74,8.36,297.69,7.77,7.0,36.19
West,Sugarcane,1928.59,23.03,58.18,5.42,217.81,7.23,3.64,29.77
North,Sugarcane,859.53,29.12,59.64,5.14,102.07,6.42,3.35,23.58
North,Sugarcane,600.3,18.55,84.17,5.49,72.07,4.89,16.59,10.79
East,Maize,1313.71,31.04,38.36,5.43,172.73,1.01,16.27,27.23
North,Maize,1352.56,38.94,58.28,4.89,245.83,6.97,19.54,33.3
South,Wheat,1405.41,23.6,77.65,5.19,135.7,1.76,15.48,25.09
Central,Sugarcane,834.31,28.19,69.58,5.01,58.14,1.71,2.67,18.35
East,Wheat,994.08,22.64,59.29,6.33,241.99,8.95,2.91,24.69
North,Cotton,1986.6,26.31,58.5,5.34,167.45,6.76,9.22,28.16
Central,Wheat,1038.98,25.95,39.7,7.46,152.19,5.35,1.84,20.9
East,Sugarcane,563.18,32.99,59.45,7.86,69.06,6.26,10.39,23.75
South,Maize,1081.98,35.12,74.38,4.84,177.05,9.78,14.21,25.54
Central,Wheat,704.89,36.46,87.04,5.79,163.68,3.45,17.73,31.62
North,Wheat,637.8,20.81,81.06,8.37,70.38,1.92,16.88,17.13
North,Maize,1011.94,21.19,63.99,7.1,212.94,4.14,6.0,21.75
South,Maize,950.18,39.68,53.51,7.52,211.39,7.03,5.77,35.14
East,Sugarcane,586.77,36.49,40.97,5.73,261.58,4.93,4.54,29.08
Central,Cotton,427.01,27.42,78.83,7.07,272.18,9.19,6.76,21.79
South,Sugarcane,1412.84,39.64,79.99,5.23,246.85,7.4,10.93,35.1
East,Wheat,783.25,18.55,63.87,5.03,239.13,9.53,4.48,19.69
West,Sugarcane,1770.46,39.68,77.27,4.86,194.16,1.17,18.41,41.31
West,Sugarcane,894.98,21.34,82.98,7.13,146.4,1.88,8.23,20.84
East,Maize,1272.06,38.26,68.43,6.52,298.21,9.72,2.52,39.05
North,Cotton,754.2,26.62,62.44,5.33,177.94,1.32,17.04,26.59
North,Cotton,695.73,26.71,43.86,7.96,205.16,5.75,6.68,20.67
West,Sugarcane,1911.65,17.79,66.85,7.96,191.24,9.49,2.98,26.88
North,Maize,1484.13,37.51,42.27,7.9,230.28,2.23,2.39,30.57
North,Maize,1919.4,36.18,43.38,4.88,144.9,9.31,15.1,30.69
East,Wheat,720.13,29.31,35.03,5.99,154.05,2.3,19.04,27.35
East,Rice,1598.08,21.89,61.11,5.06,295.59,2.11,2.0,23.78
North,Wheat,757.67,29.39,32.44,5.31,226.16,3.65,5.02,28.85
East,Wheat,1598.68,29.26,48.38,6.39,263.52,8.93,9.18,32.78
Central,Wheat,1728.94,25.67,30.24,5.76,298.69,7.68,2.37,31.17
West,Rice,741.61,18.83,73.03,6.63,58.45,4.77,17.5,13.73
Central,Maize,986.83,15.91,40.02,6.94,85.31,1.75,7.51,15.26
Central,Maize,1368.79,22.68,73.85,4.81,136.4,3.37,12.31,26.24
North,Cotton,1856.87,31.57,62.04,6.15,162.15,6.01,17.99,24.87
North,Cotton,443.77,35.19,89.05,7.97,270.33,6.4,12.31,31.17
Central,Sugarcane,1293.11,30.77,88.56,8.23,73.95,7.87,13.69,25.55
Central,Sugarcane,619.6,28.61,46.78,5.26,104.28,6.78,14.81,22.34
South,Sugarcane,1079.3,36.14,87.86,6.09,50.03,5.86,6.12,25.21
South,Cotton,1254.45,26.58,73.76,7.23,265.48,9.44,19.19,26.51
West,Cotton,1663.0,25.95,59.72,6.24,54.99,4.97,7.68,26.03
Central,Wheat,1996.98,31.81,41.66,6.22,79.63,7.77,13.45,24.84
East,Maize,1295.86,24.3,87.64,4.66,95.28,7.72,1.0,24.85
South,Cotton,1089.12,24.36,52.08,6.59,221.91,9.5,2.65,24.93
North,Rice,1212.21,38.16,44.13,7.21,184.67,3.84,1.93,28.45
Central,Wheat,1362.82,16.35,50.43,8.3,152.66,1.44,14.26,21.54
East,Rice,534.75,30.1,44.8,5.94,176.91,2.16,0.61,23.24
East,Rice,515.06,30.03,80.67,4.84,290.26,1.61,15.04,32.24
East,Maize,950.21,34.07,84.88,6.57,104.07,1.71,13.96,27.72
North,Rice,494.78,30.45,75.8,5.68,68.02,2.65,7.94,17.46
South,Rice,1192.42,21.83,64.05,7.78,55.57,6.19,11.04,17.39
East,Rice,812.67,26.01,33.65,7.45,63.06,4.6,14.02,17.65
South,Rice,484.12,25.33,66.63,5.49,125.47,8.89,18.07,15.99
West,Wheat,481.93,35.25,58.47,8.07,125.74,2.85,5.34,24.9
North,Wheat,1055.55,20.17,77.32,6.54,88.74,4.63,5.17,23.87
South,Maize,929.78,24.09,50.23,6.57,270.66,3.04,5.72,20.38
South,Maize,1703.11,21.26,68.87,5.64,148.37,6.01,11.35,20.69
East,Rice,609.12,28.12,60.58,4.92,123.69,5.15,12.27,20.2
East,Sugarcane,443.8,18.51,46.5,8.1,292.53,2.53,2.45,23.64
North,Rice,496.44,23.73,36.09,6.92,255.49,2.46,6.43,18.05
South,Rice,931.32,36.89,70.41,4.74,83.09,6.93,13.27,24.16
Central,Maize,1370.23,35.54,55.34,8.15,150.81,1.25,11.04,36.62
East,Cotton,1200.26,38.26,44.45,6.36,68.67,3.44,19.01,26.14
East,Maize,1312.0,23.29,85.48,4.54,64.63,3.64,18.19,20.13
West,Wheat,1402.94,38.05,59.75,7.82,200.87,2.28,13.89,30.82
North,Maize,895.15,26.15,64.34,5.44,78.37,6.08,13.15,20.65
South,Cotton,1854.19,30.68,61.9,7.61,124.72,6.1,14.14,27.02
South,Rice,414.28,25.06,34.51,6.06,294.21,4.66,7.95,27.25
South,Cotton,686.69,18.5,56.83,6.35,276.13,8.77,12.77,19.27
East,Maize,1433.76,22.67,65.35,4.95,242.34,4.82,3.81,27.03
North,Sugarcane,1956.77,37.88,59.23,7.3,293.41,6.08,14.77,36.27
South,Wheat,643.69,24.6,62.19,7.44,213.13,2.87,1.36,22.21
Central,Cotton,1531.43,23.11,49.51,7.15,164.4,2.21,4.39,22.45
West,Maize,793.7,39.63,82.77,8.37,207.76,3.57,10.53,32.89
West,Rice,721.33,24.0,55.98,7.22,177.37,4.59,7.67,19.53
South,Maize,887.78,33.43,43.78,6.98,240.57,8.93,14.67,22.84
East,Rice,671.6,37.7,73.76,7.98,283.31,8.88,10.52,29.06
West,Sugarcane,1239.01,30.53,44.06,5.7,98.73,7.33,9.02,23.27
West,Wheat,1916.34,18.21,86.97,5.71,148.76,1.13,1.05,19.25
West,Cotton,1876.51,38.96,36.22,7.31,282.45,3.51,19.32,39.87
West,Maize,1255.64,15.18,55.6,7.5,159.12,3.81,5.51,18.96
South,Maize,1583.77,25.19,82.59,5.38,287.27,2.09,7.58,31.13
North,Cotton,716.84,36.5,86.11,7.52,176.92,4.74,11.05,28.47
North,Rice,1290.08,17.23,65.21,7.5,245.05,4.47,8.85,20.64
East,Wheat,1642.07,34.58,70.45,7.79,126.51,8.87,6.99,32.35
Central,Sugarcane,916.0,25.21,32.06,8.31,225.59,3.57,7.98,26.25
North,Cotton,734.69,31.57,56.29,5.22,295.1,4.42,8.43,25.76
Central,Wheat,865.14,39.19,60.86,8.24,188.95,5.79,13.7,33.76
North,Maize,842.36,38.6,59.93,7.34,197.62,7.24,12.56,32.55
North,Wheat,833.55,16.9,72.02,7.11,60.75,5.62,3.35,16.66
East,Sugarcane,503.03,34.91,53.77,5.74,196.93,3.78,9.17,29.83
West,Wheat,1198.02,30.97,71.64,7.2,61.61,4.68,17.29,23.26
East,Maize,656.18,28.97,61.27,5.47,76.33,7.44,1.38,18.84
North,Sugarcane,1838.28,25.31,35.79,6.04,196.11,6.21,13.38,28.14
West,Sugarcane,1681.94,30.2,49.01,8.31,161.74,2.17,4.97,30.17
West,Sugarcane,1856.69,26.75,60.01,8.06,113.35,2.51,7.39,25.46
West,Maize,1796.19,35.09,56.52,5.25,136.67,7.78,4.87,26.47
Central,Rice,970.7,32.3,69.91,7.34,276.69,5.34,1.04,33.34
North,Maize,1637.09,35.92,59.19,8.36,129.15,5.82,9.56,28.71
South,Rice,1197.33,20.35,53.68,6.08,122.53,2.42,15.57,17.96
East,Rice,808.98,32.5,44.58,5.78,205.65,3.07,16.3,28.09
Central,Maize,977.93,26.08,39.35,5.67,165.94,8.41,0.53,23.01
East,Wheat,1314.92,38.13,35.43,5.17,280.56,8.4,7.97,36.12
South,Maize,1752.72,22.47,85.78,7.47,57.13,9.95,13.91,22.09
West,Sugarcane,419.49,19.12,84.86,4.58,194.21,5.72,11.56,15.77
South,Wheat,1105.53,38.28,58.18,4.55,133.78,1.86,10.67,29.48
East,Cotton,409.03,37.56,39.12,5.8,263.14,7.1,9.17,34.78
South,Cotton,859.98,15.5,80.08,6.74,138.22,5.14,10.55,19.4
North,Cotton,1055.96,39.03,57.93,6.1,102.15,1.26,4.69,27.15
South,Sugarcane,1145.25,29.62,56.63,5.55,69.36,9.0,6.7,19.35
North,Sugarcane,1584.79,39.17,35.31,5.66,207.86,4.68,12.09,33.02
South,Rice,1571.53,26.66,59.03,6.39,59.26,1.26,0.83,20.59
North,Sugarcane,899.2,37.81,32.89,6.04,240.97,9.92,14.1,30.0
North,Rice,986.89,36.17,51.31,6.71,142.01,9.41,15.43,32.67
South,Cotton,814.9,17.37,48.91,6.16,173.62,9.85,14.18,20.28
Central,Maize,1026.33,20.79,53.9,7.26,266.04,9.66,18.89,26.66
West,Maize,942.72,19.27,47.03,4.55,167.51,3.01,5.03,14.84
West,Sugarcane,1463.56,25.86,72.79,7.32,127.42,9.86,8.04,18.29
West,Cotton,608.29,25.51,82.28,8.12,299.4,1.62,1.57,24.91
North,Cotton,446.01,25.75,52.22,7.9,284.2,7.14,12.67,24.3
West,Rice,431.56,33.71,30.78,7.54,217.31,8.31,12.94,25.58
North,Rice,1944.39,31.79,86.19,5.8,56.7,5.91,15.87,23.38
Central,Cotton,793.94,29.46,59.41,6.03,196.47,6.72,2.09,22.91
South,Sugarcane,1571.47,25.67,68.21,7.13,83.06,5.66,6.59,20.13
South,Sugarcane,1551.35,20.21,43.82,5.43,243.3,1.87,8.94,22.29
North,Cotton,1737.94,22.76,77.49,6.04,61.53,4.75,14.68,26.48
North,Maize,1020.83,19.95,33.94,5.93,108.0,4.87,14.32,22.56
Central,Maize,1436.88,36.15,68.93,8.46,286.98,6.07,19.21,34.18
West,Rice,980.56,18.22,39.39,5.66,262.99,3.09,0.78,18.39
Central,Cotton,775.16,19.72,39.71,5.42,183.42,5.44,13.63,16.48
South,Maize,1978.15,27.13,86.7,6.99,120.34,5.48,12.35,35.65
South,Sugarcane,1845.1,35.32,31.22,5.38,111.04,9.73,11.35,24.06
West,Wheat,1142.79,37.61,79.47,6.63,181.81,4.71,17.29,36.7
South,Wheat,1372.67,28.98,45.71,7.5,234.76,1.19,1.78,25.68
North,Cotton,1951.11,21.86,78.42,4.98,160.24,4.42,12.28,22.75
South,Rice,948.26,39.07,33.56,7.23,94.73,2.87,9.61,33.66
East,Wheat,1745.03,29.98,57.06,7.78,64.75,6.25,9.43,24.59
West,Sugarcane,1034.07,18.35,76.23,7.51,238.31,7.34,18.66,22.76
West,Sugarcane,1796.73,32.06,52.18,8.46,185.0,9.0,8.51,30.25
West,Sugarcane,1178.69,20.9,58.82,5.82,226.04,7.92,17.69,22.26
East,Wheat,1252.3,25.08,82.53,5.0,150.76,8.02,12.33,18.24
Central,Maize,1609.99,20.2,60.89,8.29,87.2,3.96,9.6,20.1
North,Sugarcane,1810.15,15.64,32.03,5.21,125.81,2.82,17.77,20.21
West,Rice,824.25,36.01,59.37,6.7,255.92,3.17,5.98,36.15
South,Cotton,1603.41,15.42,45.08,5.6,252.33,4.39,7.41,26.17
North,Cotton,1918.41,31.19,41.05,6.22,140.59,7.41,5.76,28.29
South,Cotton,436.02,20.74,37.13,4.71,188.06,8.4,4.92,22.2
North,Maize,650.87,28.2,34.03,5.13,119.26,1.5,4.08,26.87
North,Cotton,967.2,37.49,79.84,7.82,141.87,8.07,3.99,28.08
South,Cotton,1658.18,35.27,68.32,7.21,299.25,4.87,4.38,42.13
South,Wheat,1336.32,18.9,74.84,6.83,260.7,5.08,19.39,28.32
North,Maize,1875.24,19.01,84.95,6.61,86.14,6.69,3.47,20.36
West,Maize,1140.7,32.74,32.09,8.34,200.72,5.55,1.23,28.25
South,Wheat,1200.68,29.83,74.33,5.73,111.3,1.52,19.36,24.19
East,Rice,1296.37,17.1,88.2,4.76,248.63,3.86,1.36,19.6
East,Cotton,1851.17,28.76,59.9,6.19,115.74,7.17,12.13,33.32
North,Rice,495.13,22.28,77.78,7.19,160.72,9.87,9.22,17.63
Central,Wheat,1217.35,18.21,64.36,4.79,62.41,4.73,7.57,18.04
North,Wheat,1002.27,37.43,69.19,6.65,68.72,5.54,12.98,27.55
North,Wheat,889.91,34.5,52.98,7.25,271.85,7.57,10.88,33.83
West,Wheat,1545.97,20.9,38.58,8.4,176.18,5.4,14.13,23.52
West,Sugarcane,940.65,33.49,39.37,7.9,205.31,2.88,0.59,26.52
Central,Wheat,439.27,24.37,87.01,5.45,205.69,8.45,3.69,19.81
Central,Rice,742.37,26.04,56.86,6.88,83.29,3.03,6.5,18.71
Central,Wheat,866.55,33.87,59.62,7.13,286.94,4.07,8.06,27.82
Central,Rice,690.05,16.77,71.84,7.84,221.59,2.22,4.49,17.45
Central,Wheat,1621.85,23.06,89.05,6.16,156.33,7.66,4.11,26.77
North,Wheat,1369.23,34.33,30.29,5.58,128.68,9.38,6.35,29.11
North,Sugarcane,1505.64,30.11,87.14,8.05,299.82,9.37,7.83,30.83
East,Wheat,1266.35,22.29,33.39,6.8,98.36,1.1,13.71,16.57
East,Cotton,1491.78,23.01,50.78,7.54,58.25,2.58,5.26,22.5
South,Sugarcane,1544.42,37.2,49.19,5.7,179.21,7.5,18.06,31.41
North,Sugarcane,1615.32,37.71,38.0,8.05,158.96,8.38,13.07,33.23
Central,Cotton,1644.3,17.78,37.29,8.4,169.15,1.15,19.76,26.19
South,Sugarcane,839.41,17.22,44.07,8.09,244.29,6.9,0.51,20.21
West,Wheat,785.64,34.23,46.25,4.79,153.38,8.14,10.88,21.67
North,Cotton,1556.46,32.46,89.16,8.33,227.43,5.91,19.38,26.88
East,Wheat,1972.42,33.02,40.32,7.88,64.73,6.3,16.29,32.59
North,Sugarcane,1559.65,26.96,77.65,6.72,108.84,5.71,6.51,20.46
North,Maize,1209.61,19.37,57.2,5.37,267.17,6.26,7.8,21.65
North,Cotton,888.3,15.05,44.57,6.92,118.86,3.95,18.63,15.71
North,Rice,611.42,19.86,85.68,6.2,120.39,2.23,8.96,20.8
West,Sugarcane,1331.45,35.28,59.4,6.12,105.4,2.32,8.81,26.29
East,Maize,532.67,16.3,86.03,4.78,221.97,2.07,18.92,17.1
North,Sugarcane,1882.74,22.16,84.24,5.64,244.57,1.24,13.06,28.39
West,Wheat,502.79,30.93,67.86,5.87,275.84,7.58,18.95,21.61
South,Wheat,614.95,16.02,84.66,6.28,238.24,7.57,4.91,15.63
North,Wheat,1614.81,39.7,57.99,7.84,277.95,8.51,19.8,38.66
West,Maize,1821.77,31.67,52.72,7.61,209.0,5.68,11.82,36.83
Central,Wheat,691.52,26.66,34.93,4.89,169.18,2.68,2.13,22.8
South,Sugarcane,483.8,23.55,67.79,7.54,238.33,4.09,0.9,19.92
East,Sugarcane,616.76,37.72,33.22,7.58,149.7,6.65,11.87,31.88
North,Sugarcane,1542.68,33.87,30.04,4.81,207.89,8.92,2.79,39.9
North,Cotton,1823.22,36.01,64.65,6.9,134.59,6.67,10.43,35.71
West,Sugarcane,1545.91,20.15,39.46,8.37,65.74,7.02,17.18,18.27
East,Wheat,985.76,39.33,61.19,6.86,183.45,1.21,9.19,31.78
Central,Cotton,1367.05,15.25,73.31,5.67,101.39,6.21,1.54,16.19
South,Cotton,1214.74,31.81,60.7,6.02,250.12,7.46,17.72,28.02
East,Cotton,1233.23,28.06,71.26,7.82,115.52,2.16,16.25,19.62
North,Cotton,1721.06,31.1,40.25,7.42,117.87,1.72,16.67,29.56
West,Maize,1928.88,35.94,55.07,7.68,64.53,7.56,2.94,26.28
Central,Sugarcane,1819.75,19.79,30.2,6.46,277.52,5.35,10.88,23.97
West,Maize,1613.63,28.61,31.61,4.64,192.34,7.11,11.85,36.89
South,Rice,1132.53,39.84,60.23,5.7,101.57,4.13,2.37,30.01
East,Maize,780.92,38.68,49.71,4.58,238.21,4.22,10.7,26.15
West,Cotton,1001.88,16.35,38.29,6.23,184.17,8.75,9.4,17.68
West,Sugarcane,1782.97,34.33,73.7,6.86,219.35,7.07,3.54,29.88
North,Sugarcane,412.3,36.96,75.05,7.67,87.23,3.78,8.2,23.64
West,Wheat,914.01,31.8,30.98,7.23,183.16,6.3,1.25,24.92
Central,Maize,1181.91,18.51,85.9,7.93,242.0,9.33,5.31,24.15
East,Sugarcane,464.15,21.51,60.25,6.92,87.2,1.68,13.39,23.46
South,Rice,567.35,19.55,43.13,5.95,211.62,9.0,19.25,19.04
West,Rice,1532.76,28.03,63.1,5.14,185.54,2.51,11.2,29.31
Central,Maize,1909.48,23.1,88.48,4.69,150.45,8.84,8.84,26.36
South,Wheat,1479.23,20.69,59.21,7.61,223.96,8.69,2.23,21.55
Central,Rice,777.03,27.69,55.48,5.67,121.05,6.59,4.91,26.62
West,Wheat,876.39,26.76,46.92,6.79,275.22,7.22,15.59,26.8
West,Maize,1370.83,22.27,70.98,5.35,236.07,3.33,10.39,23.85
East,Sugarcane,1977.32,19.63,43.28,7.68,297.78,9.2,3.32,30.98
North,Wheat,1445.06,22.37,41.39,5.76,298.5,3.73,0.95,24.68
Central,Rice,533.2,24.79,88.12,7.86,277.33,4.99,13.42,24.06
North,Wheat,676.39,19.19,76.15,5.23,192.49,8.55,16.07,22.63
North,Sugarcane,1540.88,29.06,55.42,4.62,242.3,1.55,0.51,26.82
South,Sugarcane,1588.96,29.98,44.49,7.81,109.79,2.87,19.85,29.66
South,Rice,523.41,21.65,36.13,4.82,187.34,6.98,10.94,22.21
Central,Wheat,1325.42,21.29,49.57,6.7,85.26,4.94,10.47,15.48
North,Wheat,1712.62,26.81,67.8,7.44,168.78,8.93,8.56,28.28
East,Cotton,705.72,25.33,55.09,8.09,66.19,2.26,0.57,21.45
North,Rice,1528.76,18.61,51.12,6.68,75.85,9.07,8.28,13.85
South,Wheat,1059.02,37.75,68.41,7.41,149.8,3.74,0.79,30.17
North,Maize,1449.47,23.29,76.94,5.16,220.8,2.75,16.33,26.37
West,Cotton,1295.77,30.53,47.44,4.98,229.45,5.73,5.05,26.32
West,Rice,1900.49,19.49,71.86,7.37,283.16,9.39,11.45,25.35
East,Sugarcane,651.98,24.46,87.28,5.9,165.1,4.6,8.82,18.25
Central,Rice,739.66,19.33,76.73,5.03,134.99,6.19,4.19,22.14
North,Maize,683.8,36.22,73.68,7.2,287.19,7.11,7.52,28.68
West,Maize,1521.01,29.62,41.74,8.5,112.66,7.16,5.29,21.79
Central,Sugarcane,695.32,26.47,72.63,4.78,118.38,9.8,11.28,26.69
West,Sugarcane,1064.37,18.02,51.06,5.89,103.6,7.43,9.26,17.32
Central,Sugarcane,1817.33,18.12,58.3,5.39,222.03,4.36,17.11,19.21
Central,Cotton,844.94,33.94,82.7,4.95,235.89,9.5,19.08,28.83
